latitude,longitude
30.29095653,-97.74556991
30.24335336,-97.77257101
30.32235658,-97.71547431
30.29465156,-97.72812469
30.17668206,-97.8196487
30.45713558,-97.76467262
30.41348611,-97.74512956
30.47244477,-97.79232264
30.22259001,-97.89201634
30.25959314,-97.69119962
30.21013659,-97.65219354
30.19280985,-97.77620494
30.327268,-97.71416236
30.38984421,-97.74637034
30.28029596,-97.7417464
30.34092592,-97.67816704
30.27553338,-97.63834416
30.32101113,-97.71485909
30.14975481,-97.79320892
30.2096914,-97.71426545
30.22931013,-97.68406867
30.20390962,-97.75885768
30.25499549,-97.71898259
30.15758592,-97.83405865
30.41240989,-97.63433776
30.25316416,-97.87939083
30.21541166,-97.7533137
30.24775128,-97.77128252
30.34555563,-97.6983483
30.43851278,-97.73436572
30.24045316,-97.73802876
30.13977866,-97.79718431
30.43358428,-97.75939543
30.29695306,-97.70011268
30.35520066,-97.7297503
30.18511818,-97.81619878
30.22115001,-97.6876834
30.2435954,-97.7208025
30.15594067,-97.83378026
30.41369445,-97.65454304
30.28483108,-97.75920424
30.35967504,-97.86685427
30.18683439,-97.73822222
30.4027571,-97.70955404
30.38032379,-97.80737009
30.25103864,-97.80127427
30.24062081,-97.78690879
30.23209373,-97.75713135
30.15339341,-97.85212993
30.48896485,-97.8001081
30.25378215,-97.74784372
30.29757905,-97.70500669
30.25913279,-97.72686743
30.16561897,-97.79407511
30.40017646,-97.84384017
30.16959352,-97.72980434
30.38741142,-97.7668368
30.46560619,-97.66128743
30.16006469,-97.75971674
30.24542257,-97.75159645
30.39789554,-97.66845773
30.46185944,-97.7887381
30.37419506,-97.71976054
30.30440306,-97.71562684
30.28391084,-97.67047248
30.2863692,-97.74353947
30.47520442,-97.80969899
30.29679181,-97.70253085
30.27180379,-97.74741003
30.37635767,-97.75392083
30.23412064,-97.84710661
30.28412243,-97.82696245
30.44002136,-97.66140635
30.32028329,-97.69043473
30.18881738,-97.8328977
30.2711763,-97.731815
30.28285219,-97.74493392
30.14860981,-97.79410451
30.28955407,-97.69835472
30.24855859,-97.89008673
30.39749014,-97.72632064
30.4433801,-97.77645755
30.25136932,-97.70925338
30.25349259,-97.74794176
30.40131862,-97.64218208
30.37520917,-97.67854983
30.28529895,-97.74216032
30.265417,-97.70381866
30.23375452,-97.73942249
30.2602986,-97.8851498
30.26909779,-97.7278046
30.18029988,-97.84404611
30.1773473,-97.90578312
30.21515774,-97.71014472
30.38989328,-97.64731846
30.32380873,-97.71346228
30.40535822,-97.84878618
30.31216649,-97.70939527
30.40429436,-97.72268705
30.20807326,-97.66133341
30.17952399,-97.7702663
30.39908223,-97.84601968
30.2978532,-97.70512068
30.37056694,-97.66814097
30.26085102,-97.72514779
30.34507209,-97.87452951
30.24881925,-97.75658076
30.36425939,-97.68162522
30.24646445,-97.88806046
30.20842891,-97.64819344
30.24528948,-97.72745199
30.31786463,-97.75453012
30.38370791,-97.700765
30.39353632,-97.72567439
30.2911083,-97.74954803
30.2639028,-97.7297513
30.23897162,-97.78957181
30.2499112,-97.85898254
30.38974035,-97.64647438
30.15768499,-97.78907051
30.25997199,-97.71517618
30.25122331,-97.88724761
30.27318089,-97.74733051
30.30207931,-97.62156845
30.47947788,-97.78811562
30.31443186,-97.77054454
30.26765971,-97.69348777
30.23027653,-97.89046752
30.29605578,-97.68165968
30.25667459,-97.71206668
30.31973158,-97.75418979
30.20533283,-97.77649142
30.40666247,-97.6593729
30.23144139,-97.75947547
30.209983,-97.72809575
30.32583243,-97.72908959
30.28113466,-97.71041559
30.40666247,-97.6593729
30.38132969,-97.93717565
30.16467461,-97.81419043
30.46654545,-97.67656159
30.25832447,-97.70459308
30.41240989,-97.63433776
30.43718329,-97.77941809
30.31340021,-97.73419
30.26289899,-97.74155674
30.19319841,-97.77142096
30.28002495,-97.7216105
30.29416287,-97.67931979
30.37019018,-97.68148255
30.32026175,-97.65646476
30.44282324,-97.70448917
30.23984987,-97.77860636
30.21089786,-97.6673856
30.24323933,-97.72154841
30.2841845,-97.74313011
30.34321172,-97.77483548
30.20379178,-97.74244867
30.2236491,-97.70378237
30.43497925,-97.7407648
30.168756,-97.79903763
30.40971487,-97.70811115
30.39305742,-97.72603926
30.46351272,-97.80301131
30.26613055,-97.74599818
30.40938197,-97.66275585
30.23586663,-97.83807614
30.20491188,-97.6343284
30.46935143,-97.79125446
30.3996277,-97.74997491
30.28955407,-97.69835472
30.2958529,-97.74030763
30.36339871,-97.80539231
30.28170245,-97.74316194
30.39917098,-97.72357003
30.34022032,-97.68225476
30.4154031,-97.7366638
30.19237087,-97.83227277
30.28955407,-97.69835472
30.23973133,-97.73496115
30.2105974,-97.77210612
30.1827948,-97.81900452
30.44165558,-97.78136289
30.25732659,-97.72555258
30.4036037,-97.7212714
30.4477792,-97.79498943
30.45076741,-97.82993596
30.26696025,-97.68435202
30.3551262,-97.73116245
30.27608233,-97.75824845
30.27511728,-97.70395449
30.25292435,-97.76384635
30.28955407,-97.69835472
30.17555863,-97.8222212
30.36949829,-97.62068278
30.33133466,-97.65952156
30.25026005,-97.76663514
30.27175135,-97.73809066
30.24329079,-97.72601431
30.16412728,-97.79467825
30.17654178,-97.77876995
30.25983403,-97.69193199
30.20228041,-97.6425452
30.267707,-97.7498852
30.30109403,-97.70351374
30.20087979,-97.72099342
30.26321582,-97.73049388
30.26427553,-97.73390779
30.17641454,-97.79774162
30.40496006,-97.6741507
30.46627562,-97.80132482
30.28513223,-97.69666503
30.35382059,-97.6816564
30.27305385,-97.76288737
30.39599573,-97.72293523
30.25464923,-97.7525461
30.47599595,-97.79376805
30.37063479,-97.69320854
30.39986175,-97.72287278
30.32465321,-97.72789165
30.30952102,-97.71227825
30.23074675,-97.80095488
30.42937285,-97.64788147
30.19267017,-97.83764923
30.15301893,-97.75577692
30.27273879,-97.67492337
30.34257771,-97.7383268
30.23380726,-97.78295623
30.26763618,-97.74703734
30.31251269,-97.71895276
30.2058019,-97.69363091
30.20943707,-97.73076625
30.22892864,-97.77295846
30.22710644,-97.73796127
30.23178981,-97.71888722
30.45206911,-97.78162862
30.24943691,-97.76822165
30.23967585,-97.71823542
30.23766219,-97.8520511
30.26696738,-97.73260794
30.25214916,-97.74760629
30.20668952,-97.73256779
30.36103723,-97.68530703
30.39633035,-97.66615148
30.28873596,-97.76822816
30.24750367,-97.77637187
30.25916205,-97.72986122
30.38322219,-97.64986895
30.27424431,-97.76358615
30.47644412,-97.78655681
30.19082666,-97.74007781
30.39915156,-97.64742023
30.26219786,-97.71417892
30.39252415,-97.83387508
30.29461271,-97.69648658
30.27059048,-97.75089645
30.16133757,-97.77786389
30.15353059,-97.82679437
30.23560357,-97.77956772
30.27977403,-97.74267635
30.26295833,-97.71475185
30.34120053,-97.58531322
30.46456201,-97.7917559
30.23153225,-97.78780773
30.22425878,-97.70242835
30.21168672,-97.66703972
30.24323933,-97.72154841
30.32412895,-97.69940803
30.2905884,-97.74818016
30.27293278,-97.73576811
30.21576799,-97.70623184
30.21307893,-97.80262975
30.15757795,-97.74444908
30.23445549,-97.72162979
30.21376952,-97.70692127
30.23209373,-97.75713135
30.31698321,-97.70800941
30.28033131,-97.60970364
30.38312117,-97.69988683
30.23209373,-97.75713135
30.25870595,-97.70462959
30.41440545,-97.66303766
30.4336343,-97.66915401
30.20571461,-97.71032084
30.27436879,-97.72023078
30.19530223,-97.73733114
30.23027653,-97.89046752
30.43680118,-97.73038504
30.18242044,-97.78196336
30.24099482,-97.85895286
30.17286114,-97.78152905
30.28015941,-97.7576434
30.19474573,-97.84320657
30.14754656,-97.85799969
30.30750719,-97.70317317
30.27574976,-97.7344671
30.34642169,-97.67688574
30.28583375,-97.68073847
30.22086548,-97.83308679
30.14086698,-97.84639094
30.22861693,-97.88069956
30.21163525,-97.79176279
30.39450078,-97.65220984
30.26185259,-97.72353469
30.27325418,-97.76094677
30.39822188,-97.71866946
30.31395231,-97.66534681
30.2968445,-97.70061819
30.30778746,-97.70657018
30.34826977,-97.78570573
30.42835544,-97.6651602
30.24452581,-97.92455245
30.14035511,-97.80051828
30.42862732,-97.68166594
30.20732699,-97.74265902
30.12534924,-97.80344886
30.24410745,-97.84454184
30.15926583,-97.71954856
30.41554654,-97.6747712
30.19818527,-97.76915462
30.37629794,-97.68644219
30.18456485,-97.77567137
30.37167184,-97.67114922
30.25930037,-97.88384667
30.41146967,-97.70365611
30.26350196,-97.73153404
30.31105425,-97.74289366
30.41554654,-97.6747712
30.2075757,-97.7312504
30.26709035,-97.75367078
30.48095057,-97.79005933
30.170083,-97.83510591
30.33796432,-97.71533343
30.23048729,-97.7420722
30.46880043,-97.78974001
30.28567401,-97.74316278
30.26342239,-97.72728239
30.2246616,-97.69078627
30.27352135,-97.70057098
30.15270949,-97.76199185
30.26412503,-97.72708651
30.19493486,-97.70388493
30.46560228,-97.79212505
30.1931358,-97.69149342
30.17155513,-97.79897816
30.29475774,-97.69121107
30.2614264,-97.72830999
30.26156294,-97.71948088
30.26862682,-97.63497108
30.15330052,-97.71411706
30.29204147,-97.70793228
30.38743473,-97.65036064
30.39111223,-97.72232505
30.2036315,-97.64481688
30.38657989,-97.72244512
30.30889081,-97.68496759
30.32527198,-97.71591307
30.1519034,-97.71523706
30.19586926,-97.76716725
30.32636054,-97.71923435
30.21610002,-97.76556163
30.21973507,-97.70655115
30.39631539,-97.72087668
30.48018137,-97.77051451
30.17963057,-97.78892103
30.38979014,-97.65120694
30.21270063,-97.70515472
30.267752,-97.75093445
30.27399434,-97.74345818
30.19893885,-97.6428292
30.21710399,-97.7671585
30.22601113,-97.85840261
30.23288756,-97.75466011
30.27492136,-97.67420264
30.25904936,-97.69928927
30.35751273,-97.75502389
30.4737839,-97.78334567
30.46351272,-97.80301131
30.15583242,-97.71931769
30.2830404,-97.72154116
30.21089674,-97.75691282
30.36429893,-97.79688789
30.48021075,-97.78761757
30.21795174,-97.76657777
30.13643804,-97.79653212
30.21316987,-97.71359507
30.2540864,-97.74711791
30.19692769,-97.70486318
30.39148142,-97.6464625
30.44724285,-97.66311981
30.33240646,-97.73995087
30.27056344,-97.74900948
30.28798357,-97.76729077
30.45228124,-97.77533581
30.12330098,-97.80696532
30.38978461,-97.84302955
30.16808913,-97.91311861
30.39111296,-97.61853179
30.25262443,-97.73191231
30.20618182,-97.75703872
30.47748242,-97.76446932
30.38843251,-97.94117573
30.15413468,-97.7574763
30.24338071,-97.85861162
30.2740315,-97.74494671
30.26248629,-97.7147183
30.45015571,-97.70810614
30.2911083,-97.74954803
30.21387337,-97.69896226
30.20854271,-97.73062071
30.24451175,-97.7234731
30.37672435,-97.65954635
30.40046634,-97.67498886
30.47555391,-97.78170104
30.4000056,-97.85056212
30.3913293,-97.82897966
30.34459742,-97.67766404
30.22607086,-97.79034173
30.27743806,-97.70566831
30.47063306,-97.79306204
30.28224988,-97.73941072
30.15276923,-97.76150419
30.28785794,-97.74630266
30.40938197,-97.66275585
30.2842896,-97.7452923
30.17026723,-97.80173543
30.46703837,-97.81031353
30.38886361,-97.65073936
30.25901392,-97.73777748
30.26922001,-97.73708531
30.38749552,-97.65100025
30.3251467,-97.71522199
30.3194243,-97.7377654
30.20538546,-97.7011634
30.22466477,-97.76353911
30.14893832,-97.84225217
30.40182313,-97.84273389
30.24518414,-97.73032522
30.46592239,-97.76791924
30.32963821,-97.73080235
30.29683363,-97.69985504
30.31067403,-97.75836155
30.27641863,-97.75418343
30.26286446,-97.72539902
30.27123107,-97.74979327
30.34564851,-97.67492323
30.20618182,-97.75703872
30.208603,-97.72211247
30.34840614,-97.69782986
30.26625381,-97.74988052
30.48513562,-97.79047677
30.17349911,-97.81418203
30.26080395,-97.71483151
30.29261575,-97.70782445
30.29951278,-97.68673707
30.43270915,-97.66931071
30.18545793,-97.79370183
30.20692216,-97.70142069
30.3880945,-97.64936525
30.27629916,-97.7028449
30.29020703,-97.74780185
30.26215014,-97.71514102
30.28558497,-97.75114239
30.47625184,-97.78034979
30.26252138,-97.71562565
30.20016428,-97.86850028
30.32567125,-97.67769182
30.37714454,-97.73240133
30.19354367,-97.77200293
30.26579601,-97.74886129
30.35575839,-97.67197277
30.22336186,-97.84359263
30.23209373,-97.75713135
30.27063643,-97.74962857
30.24491585,-97.76236689
30.20607777,-97.70442984
30.29635258,-97.69955411
30.23895069,-97.72075394
30.24528948,-97.72745199
30.16417073,-97.77794116
30.22528465,-97.69506222
30.39233714,-97.73781482
30.38778513,-97.64880742
30.40890126,-97.665384
30.29684989,-97.69917076
30.19986778,-97.77666624
30.13070401,-97.77845485
30.47705903,-97.78983134
30.19952667,-97.85381926
30.15738011,-97.71679349
30.36943376,-97.61375943
30.20083079,-97.77566286
30.44371534,-97.7848494
30.3287883,-97.666755
30.26696025,-97.68435202
30.44403953,-97.79922279
30.34111232,-97.71801562
30.39822188,-97.71866946
30.43580638,-97.65289004
30.46697495,-97.80958526
30.31503886,-97.75543318
30.2963935,-97.68432383
30.0863466,-97.77827181
30.24087557,-97.78564838
30.29503601,-97.74424427
30.28999761,-97.69800283
30.28842804,-97.74216445
30.25379243,-97.71567343
30.25596613,-97.8913339
30.27302775,-97.70531431
30.34912735,-97.71553523
30.16621178,-97.83521245
30.43809264,-97.77073116
30.30607501,-97.74990296
30.24107874,-97.87712593
30.32911736,-97.73957341
30.15418961,-97.83374937
30.30194796,-97.70034901
30.26156294,-97.71948088
30.26432639,-97.73097159
30.27794838,-97.74812822
30.26262495,-97.72480563
30.26871819,-97.74208691
30.40002842,-97.85185749
30.19329484,-97.92359057
30.36101188,-97.69314148
30.28946825,-97.70783011
30.4880103,-97.76651145
30.39811,-97.72029323
30.17515322,-97.66669462
30.27093943,-97.74148029
30.47363181,-97.78376105
30.28067543,-97.67224905
30.43200315,-97.75447844
30.48018137,-97.77051451
30.19110476,-97.77731418
30.24410745,-97.84454184
30.29119221,-97.74838979
30.39148142,-97.6464625
30.21191149,-97.7712804
30.25020426,-97.75053852
30.30064447,-97.72222532
30.19696046,-97.78626611
30.39766051,-97.63289116
30.26419698,-97.74250013
30.26775549,-97.72005318
30.41691689,-97.69906705
30.34285759,-97.68931704
30.30303909,-97.73633835
30.26764961,-97.74426672
30.20016428,-97.86850028
30.31316375,-97.71636417
30.27838695,-97.7456795
30.26382207,-97.75448151
30.23209373,-97.75713135
30.17668206,-97.8196487
30.35528794,-97.71342975
30.29880757,-97.69488578
30.43598442,-97.73545701
30.32656165,-97.63853442
30.39868463,-97.71813151
30.30979046,-97.71210138
30.47332375,-97.79564912
30.31147837,-97.73219317
30.27221104,-97.67332621
30.1859695,-97.69068314
30.47571929,-97.81084646
30.4336343,-97.66915401
30.22167701,-97.83038917
30.18886014,-97.84610217
30.34146381,-97.57946015
30.17041366,-97.82437939
30.39717003,-97.71910444
30.19818527,-97.76915462
30.29459962,-97.69917807
30.25708828,-97.78976242
30.21292018,-97.79323315
30.41019629,-97.67837847
30.28806731,-97.74440842
30.2581624,-97.76094401
30.27175321,-97.70750906
30.23125605,-97.88691533
30.35463777,-97.72587025
30.21434839,-97.72480884
30.29803631,-97.68581519
30.44658722,-97.80024668
30.3966631,-97.72188215
30.25313827,-97.90124499
30.28774398,-97.77338451
30.1773473,-97.90578312
30.2013601,-97.75519965
30.34086018,-97.73842769
30.23610022,-97.68683563
30.25788041,-97.88151961
30.3920323,-97.72185009
30.48157094,-97.76914233
30.25891885,-97.73841139
30.17354951,-97.79994748
30.28470984,-97.7097764
30.3377148,-97.71480249
30.2925296,-97.6785011
30.32497656,-97.74221787
30.35460165,-97.6858475
30.22282985,-97.69782327
30.2047668,-97.77372666
30.45343842,-97.792377
30.34852851,-97.67632929
30.38840263,-97.61932485
30.27553338,-97.63834416
30.47654712,-97.76789983
30.49277023,-97.79962904
30.46842565,-97.80069446
30.1741533,-97.82217195
30.3985973,-97.66697909
30.2890447,-97.70501123
30.25823899,-97.73926018
30.40131949,-97.76340774
30.26679634,-97.74998369
30.20980753,-97.78725575
30.28955407,-97.69835472
30.29109231,-97.6973365
30.41240989,-97.63433776
30.34865668,-97.7048848
30.28863569,-97.76802799
30.28525298,-97.74770198
30.27672984,-97.63636452
30.25454865,-97.76205471
30.23095658,-97.91308887
30.25823174,-97.7006185
30.14495025,-97.79529389
30.242475,-97.76447129
30.33194774,-97.61499241
30.25349259,-97.74794176
30.1920821,-97.841883
30.24770806,-97.89638274
30.31967076,-97.71086759
30.22283751,-97.70777922
30.41439461,-97.64577825
30.19723747,-97.70843858
30.33217977,-97.6797888
30.36980695,-97.69364499
30.28373725,-97.72096145
30.27111367,-97.73378932
30.37904425,-97.76535072
30.17433248,-97.80838632
30.27557714,-97.73464504
30.21549495,-97.76207458
30.2753547,-97.75256648
30.28593509,-97.71034449
30.33654575,-97.6915573
30.20472293,-97.66700368
30.27318134,-97.72517139
30.16963056,-97.78711847
30.38830171,-97.64827771
30.26434508,-97.73226589
30.4800546,-97.79454889
30.24262172,-97.77815624
30.26587002,-97.74483652
30.18694211,-97.85502642
30.34347774,-97.71818122
30.34439678,-97.70773914
30.28104086,-97.67646517
30.39700486,-97.72428466
30.47037664,-97.79453608
30.32574903,-97.71391681
30.28357299,-97.74480843
30.17520483,-97.79912115
30.27146876,-97.69611715
30.26017944,-97.71460594
30.27162771,-97.74736816
30.22988306,-97.80377621
30.24328309,-97.68044001
30.20638694,-97.80687428
30.41302414,-97.69126076
30.29187624,-97.72473081
30.44424666,-97.70174343
30.2501539,-97.74590864
30.26363258,-97.72776201
30.20858468,-97.74446585
30.22541925,-97.6993341
30.35868121,-97.60544522
30.28955407,-97.69835472
30.23580506,-97.83554094
30.18434875,-97.7819735
30.30273583,-97.73915484
30.43925186,-97.7372637
30.47664797,-97.7698096
30.2299981,-97.76439049
30.38801853,-97.65282213
30.13977866,-97.79718431
30.18397437,-97.68977126
30.20384126,-97.71713928
30.37466545,-97.74473182
30.46827042,-97.66937855
30.2474365,-97.74999353
30.37309917,-97.67788982
30.30039278,-97.63603437
30.26472874,-97.73072435
30.35911059,-97.72983267
30.38266999,-97.88491787
30.49523748,-97.78735114
30.39264063,-97.7216828
30.26067994,-97.74683372
30.22328488,-97.76953918
30.44165558,-97.78136289
30.32166359,-97.71987905
30.40504199,-97.71991226
30.19519512,-97.84299167
30.25304802,-97.71074938
30.13856378,-97.79588112
30.16881891,-97.79586179
30.23233552,-97.87437577
30.39908223,-97.84601968
30.23479713,-97.90959299
30.14354231,-97.80164758
30.31746926,-97.70594598
30.46680401,-97.81011642
30.25628706,-97.68659546
30.24432865,-97.7252439
30.27508223,-97.74370285
30.38809758,-97.64844957
30.39760944,-97.65656724
30.27802465,-97.6615466
30.28842038,-97.74746098
30.20807326,-97.66133341
30.28785072,-97.64396856
30.1410864,-97.79841564
30.25969748,-97.71571128
